case_id,family,feed_height_ft,radiator_end_height_ft,return_kind,return_id,return_length_ft,return_azimuth_deg,coax_length_ft,mast_condition,band,frequency_hz,antenna_resistance_ohm,antenna_reactance_ohm,antenna_raw_swr_50ohm,nec_radiation_efficiency,cache_hit
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az180,21.0,180.0,19.5,none,6m,50100000,315.99,-659.94,34.014113442664836,0.9345,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,160m,1850000,8.4314,-2215.2,11646.184719752478,0.7525,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,80m,3550000,20.269,-926.68,850.2101364266882,0.8347,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,60m,5357000,55.689,-273.15,28.77243703825494,0.8937,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,40m,7050000,208.8,383.12,18.420653185172995,0.9246,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,30m,10120000,388.01,-1199.0,81.9780987824519,0.9262,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,20m,14050000,69.328,158.96,9.289610296121447,0.7674,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,17m,18080000,3165.3,298.72,63.869963688012014,0.919,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,15m,21050000,1454.2,1219.5,49.551788423899524,0.8059999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,12m,24910000,761.42,-464.24,20.907206085896725,0.91,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,10m,28050000,1088.6,-1445.5,60.1895259937174,0.9048999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,6m,50100000,363.14,-476.43,19.85138282150553,0.9015000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,160m,1850000,7.0576,-2900.9,23854.484824674742,0.6973,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,80m,3550000,16.75,-1296.8,2011.3079237064007,0.7979,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,60m,5357000,47.131,-539.7,125.598293507592,0.8768,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,40m,7050000,183.47,134.96,5.75364494231531,0.9196,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,30m,10120000,341.22,-1205.4,92.12443896854428,0.9128000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,20m,14050000,59.265,134.45,8.004366330630194,0.7956,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,17m,18080000,3001.8,693.22,63.23861560920439,0.9114,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,15m,21050000,2838.8,3687.0,152.55970163545075,0.8057,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,12m,24910000,348.41,-607.16,28.237758474376164,0.9281999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,10m,28050000,985.23,-1423.4,60.867744437735894,0.8955,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_12in,6m,50100000,126.88,-498.29,42.04611862527669,0.8493999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,160m,1850000,8.4054,-2215.2,11682.20823463059,0.7532,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,80m,3550000,20.236,-926.71,851.6502586969598,0.8351000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,60m,5357000,55.633,-273.18,28.80512472922075,0.8942,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,40m,7050000,208.59,383.24,18.43972252580676,0.9259000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,30m,10120000,388.07,-1199.0,81.96782044239175,0.9265000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,20m,14050000,65.274,156.17,9.438359206069286,0.8136,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,17m,18080000,3181.5,307.52,64.224635845477,0.9235,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,15m,21050000,1403.0,1261.7,50.768554942011576,0.8676999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,12m,24910000,788.74,-437.28,20.63832755533746,0.946,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,10m,28050000,1090.8,-1443.7,60.0606205991034,0.9079,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,6m,50100000,376.36,-465.69,19.13223776261599,0.9333,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,160m,1850000,8.7333,-2422.3,13443.059388864396,0.7628,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,80m,3550000,20.319,-1040.4,1068.304612203602,0.8362999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,60m,5357000,52.112,-363.01,52.55693273351019,0.8884000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,40m,7050000,182.01,276.65,12.243234340141463,0.9179,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,30m,10120000,375.97,-1149.8,77.96645321655568,0.9213,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,20m,14050000,118.05,221.63,11.015642603822476,0.9127,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,17m,18080000,3048.3,654.19,63.77461237578384,0.9253,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,15m,21050000,1120.2,814.43,34.26190867410273,0.9460999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,12m,24910000,634.54,-890.67,37.74682571601445,0.9481999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,10m,28050000,1084.3,-1448.8,60.4321831352652,0.9059,True
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,6m,50100000,320.0,-628.24,31.192034132645496,0.9399,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,160m,1850000,9.4084,-2102.0,9397.968768198107,0.7637999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,80m,3550000,22.745,-858.73,651.0730280880829,0.8425,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,60m,5357000,60.598,-221.02,18.10442626497023,0.8959,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,40m,7050000,212.77,413.84,20.5401778805029,0.9229999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,30m,10120000,348.76,-1011.3,65.75272518993843,0.9086,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,20m,14050000,162.33,492.1,33.36045609149239,0.8842,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,17m,18080000,4131.0,-117.97,82.68738783988336,0.9428,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,15m,21050000,410.35,-1197.5,78.20792138184015,0.9220999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,12m,24910000,251.38,-52.201,5.25293097253414,0.8732,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,10m,28050000,1167.6,-1212.6,48.56091672906423,0.8902,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,6m,50100000,141.51,-34.483,3.0205185198023483,0.8702,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,160m,1850000,9.1699,-2088.9,9522.649644854751,0.7584000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,80m,3550000,22.221,-852.92,657.4543083692399,0.8397,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,60m,5357000,59.916,-217.92,17.828633549515878,0.8956999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,40m,7050000,214.08,416.15,20.645796885427007,0.9246,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,30m,10120000,356.06,-1026.7,66.45642441013212,0.914,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,20m,14050000,146.06,471.52,33.6776371175701,0.8856,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,17m,18080000,4235.9,-46.378,84.72815707915686,0.9404,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,15m,21050000,401.57,-1207.5,80.76131681090216,0.9318000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,12m,24910000,256.87,-38.127,5.254936926147693,0.912,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,10m,28050000,1158.3,-1235.3,49.53735409218904,0.8942,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_12in,6m,50100000,140.27,-28.556,2.9377237331464094,0.8751000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,160m,1850000,9.4085,-2102.0,9397.868884128058,0.764,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,80m,3550000,22.744,-858.73,651.1016143665304,0.8429000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,60m,5357000,60.579,-221.01,18.107913027890184,0.8964,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,40m,7050000,212.69,414.0,20.55721696910801,0.9238,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,30m,10120000,348.7,-1011.5,65.78485284686619,0.9111,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,20m,14050000,158.1,491.77,34.04188855044844,0.8975,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,17m,18080000,4133.2,-125.94,82.74075990946223,0.945,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,15m,21050000,410.03,-1202.2,78.80639419993713,0.9345,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,12m,24910000,263.44,-51.819,5.479971156584782,0.9128000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,10m,28050000,1176.3,-1209.9,48.43705591611301,0.8965000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,6m,50100000,141.79,-35.022,3.0315813673048204,0.8740000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,160m,1850000,9.3962,-2100.3,9394.964620950315,0.7643000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,80m,3550000,22.334,-858.19,662.2075734993573,0.8406999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,60m,5357000,57.997,-221.98,18.961615173887143,0.8929,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,40m,7050000,200.28,410.93,21.07052949306371,0.9209999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,30m,10120000,368.6,-1043.2,66.54124953588048,0.9145,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,20m,14050000,215.07,496.21,27.39451591848816,0.9314,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,17m,18080000,3905.7,-118.37,78.18576051131306,0.9462999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,15m,21050000,518.46,-1256.3,71.33538037597071,0.9472,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,12m,24910000,160.17,-33.049,3.353782133295116,0.8872,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,10m,28050000,1124.0,-1284.2,51.849853044030766,0.8951,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,6m,50100000,141.77,-24.409,2.9309490395788265,0.8762000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,160m,1850000,9.5019,-2080.8,9118.847544183716,0.7659,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,80m,3550000,23.053,-847.5,625.7631100663566,0.8447,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,60m,5357000,61.783,-212.98,16.668757989595477,0.8979,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,40m,7050000,217.49,420.93,20.825029275841484,0.9245,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,30m,10120000,341.84,-1012.2,66.91130253665467,0.9076000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,20m,14050000,169.9,487.62,31.650485473049923,0.8843000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,17m,18080000,3927.8,32.951,78.56152952982728,0.9418000000000001,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,15m,21050000,413.33,-1224.8,80.96298213382893,0.9218999999999999,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,12m,24910000,240.2,-34.34,4.906537983978162,0.8724,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,10m,28050000,1156.2,-1237.1,49.62030449292096,0.8872,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,6m,50100000,132.67,-20.049,2.7237267534667113,0.8556,True
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e4_12in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e4_12in,160m,1850000,9.4122,-2079.4,9193.372215461435,0.764,True
